dataID	beetles	precipitation	altitude	temperature	minTemp	region	plot	year	technician	spatialCoordinate
328	185	0.257619656	0.326530612	10.31832272	-7.739730029	4	17	8	5	9.795918367
329	51	0.094614043	0.326530612	12.32806102	-10.94002609	4	17	9	4	9.795918367
330	0	0.070398341	0.326530612	8.418657164	-12.93934769	4	17	10	3	9.795918367
331	5	0.188356303	0.326530612	9.232988916	-8.664175316	4	17	11	2	9.795918367
332	3	0.873138487	0.326530612	12.13577024	-7.665647475	4	17	12	2	9.795918367
333	25	0.981103594	0.326530612	10.81171266	-5.712725768	4	17	13	4	9.795918367
334	0	0.390919701	0.326530612	8.911099391	-11.04813532	4	17	14	3	9.795918367
335	1	0.017898511	0.326530612	9.389530061	-13.58405974	4	17	15	1	9.795918367
336	10	0.044544604	0.326530612	10.12028726	-7.411455661	4	17	16	2	9.795918367
337	0	0.107764253	0.326530612	8.172359447	-16.366892	4	17	17	2	9.795918367
338	23	0.57030095	0.326530612	10.39559554	-9.325470109	4	17	18	4	9.795918367
339	0	0.839018759	0.326530612	11.67325792	-7.999798073	4	17	19	3	9.795918367
340	0	0.815029826	0.326530612	8.169113729	-15.55956726	4	17	20	5	9.795918367
341	1	0.861848484	0.346938776	7.370857075	-11.7309924	4	18	1	5	10.40816327
342	0	0.853166819	0.346938776	7.104550674	-12.61592902	4	18	2	2	10.40816327
343	0	0.799504385	0.346938776	10.31536631	-14.76685185	4	18	3	4	10.40816327
344	0	0.019731823	0.346938776	10.569379	-10.52571264	4	18	4	3	10.40816327
345	0	0.522671096	0.346938776	8.670792132	-7.712750984	4	18	5	2	10.40816327
346	0	0.363511835	0.346938776	10.68094769	-11.0024088	4	18	6	3	10.40816327
347	0	0.626984817	0.346938776	12.23967151	-8.812879995	4	18	7	2	10.40816327
348	0	0.915917906	0.346938776	10.15405005	-15.78546123	4	18	8	5	10.40816327
349	101	0.18282047	0.346938776	10.20568692	-5.713608024	4	18	9	4	10.40816327
350	1	0.448590318	0.346938776	8.472819181	-13.31953359	4	18	10	3	10.40816327
351	0	0.257141286	0.346938776	8.757347802	-11.76337483	4	18	11	3	10.40816327
352	1	0.594118564	0.346938776	7.762067466	-13.51490509	4	18	12	4	10.40816327
353	2	0.396485477	0.346938776	8.703526453	-1.800031975	4	18	13	2	10.40816327
354	0	0.873604408	0.346938776	8.03282158	-17.69334232	4	18	14	5	10.40816327
355	23	0.17498104	0.346938776	10.42012977	-8.464517483	4	18	15	4	10.40816327
356	4	0.809510399	0.346938776	9.292076906	-12.04044921	4	18	16	4	10.40816327
357	0	0.794222777	0.346938776	8.719016971	-18.9035916	4	18	17	1	10.40816327
358	1	0.604884261	0.346938776	7.516708925	-16.42851227	4	18	18	5	10.40816327
359	0	0.052160252	0.346938776	8.075142108	-12.58009367	4	18	19	3	10.40816327
360	2	0.691322282	0.346938776	7.565217552	-12.08179977	4	18	20	5	10.40816327
361	0	0.151410281	0.367346939	7.91236483	-15.70318288	4	19	1	4	11.02040816
362	0	0.200573988	0.367346939	8.519557054	-10.5260254	4	19	2	2	11.02040816
363	64	0.103487115	0.367346939	10.66870504	-5.359763052	4	19	3	1	11.02040816
364	0	0.012661858	0.367346939	9.99663915	-9.26548678	4	19	4	3	11.02040816
365	1	0.652539103	0.367346939	9.947886214	-10.11322234	4	19	5	5	11.02040816
366	0	0.24203975	0.367346939	7.697128318	-20.41386893	4	19	6	2	11.02040816
367	9	0.128935337	0.367346939	9.049637597	-12.31167255	4	19	7	5	11.02040816
368	11	0.058322973	0.367346939	11.97124742	-9.611521233	4	19	8	2	11.02040816
369	0	0.706828979	0.367346939	8.469662577	-11.09517188	4	19	9	3	11.02040816
370	1	0.030552387	0.367346939	8.45069015	-10.08930639	4	19	10	2	11.02040816
371	14	0.880324191	0.367346939	10.22499857	-11.08566927	4	19	11	4	11.02040816
372	1	0.016311123	0.367346939	8.567213219	-3.865430902	4	19	12	3	11.02040816
373	8	0.510063671	0.367346939	8.87904939	-12.45266075	4	19	13	5	11.02040816
374	0	0.644336044	0.367346939	7.915621715	-11.09787305	4	19	14	1	11.02040816
375	0	0.696770018	0.367346939	9.02498683	-13.14221077	4	19	15	4	11.02040816
376	0	0.657933222	0.367346939	10.08472361	-11.87573358	4	19	16	2	11.02040816
377	8	0.256520541	0.367346939	9.242787675	-8.475147809	4	19	17	2	11.02040816
378	7	0.997772415	0.367346939	9.090216963	-10.20214896	4	19	18	4	11.02040816
379	17	0.692743511	0.367346939	9.120728677	-10.58466589	4	19	19	4	11.02040816
380	1	0.050650334	0.367346939	8.594821264	-12.84114243	4	19	20	2	11.02040816
381	17	0.101665383	0.387755102	10.35970563	-5.789667544	4	20	1	2	11.63265306
382	0	0.48016619	0.387755102	7.485441373	-15.43370859	4	20	2	3	11.63265306
383	0	0.469402799	0.387755102	8.212086709	-12.74209445	4	20	3	1	11.63265306
384	0	0.266195904	0.387755102	11.50935928	-14.50081846	4	20	4	4	11.63265306
385	0	0.08926106	0.387755102	11.7804892	-11.94492327	4	20	5	2	11.63265306
386	2	0.611460735	0.387755102	11.87026447	-13.84375685	4	20	6	1	11.63265306
387	0	0.394997323	0.387755102	8.907311068	-15.16879183	4	20	7	2	11.63265306
388	47	0.539619093	0.387755102	10.10000898	-10.05131868	4	20	8	4	11.63265306
389	57	0.861605958	0.387755102	9.59774327	-8.920703192	4	20	9	5	11.63265306
390	7	0.752407587	0.387755102	11.87164713	-7.094014866	4	20	10	2	11.63265306
391	0	0.758213604	0.387755102	9.507108807	-12.94897023	4	20	11	3	11.63265306
392	3	0.923896053	0.387755102	9.044593177	-8.603388053	4	20	12	1	11.63265306
393	60	0.328969847	0.387755102	8.460239338	-9.213042922	4	20	13	5	11.63265306
394	75	0.156375913	0.387755102	7.897199765	-7.77881796	4	20	14	5	11.63265306
395	9	0.215196318	0.387755102	9.110577147	-10.911191	4	20	15	5	11.63265306
396	366	0.11282353	0.387755102	12.1772614	-4.446438794	4	20	16	4	11.63265306
397	70	0.195784425	0.387755102	11.3219361	-5.908459491	4	20	17	1	11.63265306
398	16	0.857661028	0.387755102	7.317567671	-8.656829425	4	20	18	5	11.63265306
399	21	0.227707163	0.387755102	11.13026116	-7.373504214	4	20	19	2	11.63265306
400	0	0.767020935	0.387755102	6.94351309	-16.34690487	4	20	20	5	11.63265306
401	0	0.617142163	0.408163265	11.39527777	-5.159407453	5	21	1	2	12.24489796
402	0	0.569064128	0.408163265	7.495835125	-6.562961226	5	21	2	3	12.24489796
403	0	0.153970449	0.408163265	10.35550339	-10.27518786	5	21	3	3	12.24489796
404	0	0.034833215	0.408163265	9.222972021	-14.12221251	5	21	4	2	12.24489796
405	0	0.997953457	0.408163265	8.436038142	-10.57222449	5	21	5	3	12.24489796
406	0	0.835573683	0.408163265	11.1666021	-13.268249	5	21	6	3	12.24489796
407	0	0.586562027	0.408163265	11.63023045	-2.77071485	5	21	7	2	12.24489796
408	0	0.339116676	0.408163265	9.272273882	-14.51226018	5	21	8	5	12.24489796
409	0	0.166883438	0.408163265	10.02280589	-10.40933263	5	21	9	1	12.24489796
410	0	0.807410151	0.408163265	7.174241988	-13.02086058	5	21	10	2	12.24489796
411	0	0.649450802	0.408163265	11.44608758	-9.017849613	5	21	11	3	12.24489796
412	0	0.705612241	0.408163265	10.72449895	-6.095679659	5	21	12	2	12.24489796
413	0	0.451490669	0.408163265	9.961033895	-11.84312506	5	21	13	3	12.24489796
414	3	0.072217413	0.408163265	11.92199343	-6.084123158	5	21	14	5	12.24489796
415	0	0.362963896	0.408163265	9.496706474	-10.50835827	5	21	15	5	12.24489796
416	0	0.647042569	0.408163265	9.116802357	-9.750824576	5	21	16	1	12.24489796
417	0	0.725568118	0.408163265	7.813025129	-12.82557188	5	21	17	5	12.24489796
418	0	0.422466694	0.408163265	9.013421573	-2.897060938	5	21	18	2	12.24489796
419	0	0.591449058	0.408163265	9.990655351	-7.423565392	5	21	19	3	12.24489796
420	0	0.797899557	0.408163265	9.473252558	-3.320779011	5	21	20	2	12.24489796
421	0	0.847612232	0.428571429	6.640667804	-18.33419783	5	22	1	4	12.85714286
422	1	0.000663221	0.428571429	12.40099065	-6.279205736	5	22	2	4	12.85714286
423	1	0.299983195	0.428571429	11.53241405	-10.70088228	5	22	3	4	12.85714286
424	0	0.693886893	0.428571429	10.47715355	-9.555987538	5	22	4	3	12.85714286
425	0	0.963769145	0.428571429	10.54728085	-11.38363847	5	22	5	3	12.85714286
426	0	0.129764633	0.428571429	11.21890821	-6.71597909	5	22	6	1	12.85714286
427	0	0.075758109	0.428571429	11.02571398	-10.30335319	5	22	7	4	12.85714286
428	0	0.56754618	0.428571429	9.010472952	-9.2643358	5	22	8	2	12.85714286
429	0	0.555150931	0.428571429	9.868790463	-10.57695837	5	22	9	4	12.85714286
430	0	0.06160754	0.428571429	7.545551647	-14.86068983	5	22	10	4	12.85714286
431	0	0.674172312	0.428571429	10.30313949	-9.593284587	5	22	11	2	12.85714286
432	0	0.914017389	0.428571429	8.429207121	-11.57375431	5	22	12	4	12.85714286
433	0	0.887773872	0.428571429	10.68647469	-6.62720534	5	22	13	1	12.85714286
434	0	0.324803045	0.428571429	10.19134117	-10.11718369	5	22	14	4	12.85714286
435	0	0.092671654	0.428571429	8.523216955	-7.756867572	5	22	15	5	12.85714286
436	0	0.831115624	0.428571429	7.719750143	-14.70012114	5	22	16	2	12.85714286
437	0	0.127220701	0.428571429	12.15502518	-9.13958244	5	22	17	2	12.85714286
438	0	0.868694555	0.428571429	7.646539173	-15.23983601	5	22	18	2	12.85714286
439	0	0.953096477	0.428571429	11.06817452	-4.378487762	5	22	19	2	12.85714286
440	0	0.499143054	0.428571429	8.465081738	-10.79781042	5	22	20	4	12.85714286
441	0	0.654738797	0.448979592	9.377079715	-8.621946797	5	23	1	5	13.46938776
442	0	0.193792767	0.448979592	8.904309538	-10.12851036	5	23	2	3	13.46938776
443	0	0.762855836	0.448979592	9.774059594	-10.48284241	5	23	3	2	13.46938776
444	0	0.54741655	0.448979592	11.26977482	-12.3712797	5	23	4	2	13.46938776
445	0	0.213832067	0.448979592	11.73465132	-9.744265335	5	23	5	4	13.46938776
446	0	0.691766937	0.448979592	10.63840177	-6.528466839	5	23	6	3	13.46938776
447	0	0.97281341	0.448979592	6.8686855	-12.27676895	5	23	7	4	13.46938776
448	0	0.556145091	0.448979592	9.537123683	-11.71291335	5	23	8	4	13.46938776
449	0	0.52807827	0.448979592	7.983720123	-10.93401696	5	23	9	3	13.46938776
450	1	0.216594007	0.448979592	11.50459193	-8.43593401	5	23	10	5	13.46938776
451	0	0.680565257	0.448979592	10.66107658	-8.559299765	5	23	11	4	13.46938776
452	0	0.746016833	0.448979592	9.498616315	-10.1374537	5	23	12	2	13.46938776
453	0	0.464202378	0.448979592	9.15611282	-7.806380142	5	23	13	1	13.46938776
454	0	0.137418062	0.448979592	11.4054006	-9.708875849	5	23	14	3	13.46938776
455	0	0.814379612	0.448979592	10.97561082	-7.745927499	5	23	15	3	13.46938776
456	0	0.832161259	0.448979592	7.120379419	-15.38977718	5	23	16	2	13.46938776
457	0	0.354310081	0.448979592	6.969877267	-11.73814576	5	23	17	4	13.46938776
458	0	0.978732837	0.448979592	6.970768556	-13.63368937	5	23	18	2	13.46938776
459	0	0.988035022	0.448979592	7.230767841	-16.03669709	5	23	19	2	13.46938776
460	0	0.634659001	0.448979592	11.59341268	-8.806572412	5	23	20	1	13.46938776
461	0	0.942152378	0.469387755	10.04607664	-12.54812423	5	24	1	5	14.08163265
462	0	0.014007462	0.469387755	11.50795684	-4.368602169	5	24	2	2	14.08163265
463	0	0.02533159	0.469387755	12.06787017	-9.303435051	5	24	3	3	14.08163265
464	0	0.486318653	0.469387755	6.802152988	-13.66873467	5	24	4	3	14.08163265
465	0	0.267851981	0.469387755	11.26465228	-9.251071659	5	24	5	2	14.08163265
466	0	0.764079057	0.469387755	8.66699549	-13.6461467	5	24	6	2	14.08163265
467	0	0.488054366	0.469387755	9.930608018	-8.894198567	5	24	7	1	14.08163265
468	0	0.746897346	0.469387755	9.883134009	-9.996262802	5	24	8	5	14.08163265
469	0	0.042565705	0.469387755	11.47274507	-8.008045908	5	24	9	3	14.08163265
470	0	0.440642828	0.469387755	8.794548754	-10.1674641	5	24	10	3	14.08163265
471	1	0.146065844	0.469387755	10.73031013	-9.386430366	5	24	11	4	14.08163265
472	0	0.441943295	0.469387755	10.11358021	-13.67536734	5	24	12	1	14.08163265
473	0	0.284114231	0.469387755	8.698855954	-11.42462198	5	24	13	3	14.08163265
474	0	0.073624243	0.469387755	8.336369529	-13.91240318	5	24	14	2	14.08163265
475	0	0.685350724	0.469387755	6.70664382	-15.69229797	5	24	15	5	14.08163265
476	0	0.794818459	0.469387755	10.90716388	-1.743170256	5	24	16	1	14.08163265
477	0	0.538209495	0.469387755	11.49897132	-10.84198604	5	24	17	1	14.08163265
478	1	0.024587827	0.469387755	10.23498326	-7.45055932	5	24	18	4	14.08163265
479	0	0.278319913	0.469387755	8.755786367	-14.50105339	5	24	19	5	14.08163265
480	0	0.840946584	0.469387755	9.43042942	-10.89328771	5	24	20	4	14.08163265
481	0	0.467410814	0.489795918	9.507192215	-14.63620871	5	25	1	1	14.69387755
482	0	0.76021141	0.489795918	6.599667151	-11.70880494	5	25	2	1	14.69387755
483	0	0.998064076	0.489795918	10.8560789	-9.055121807	5	25	3	3	14.69387755
484	0	0.77783075	0.489795918	9.866649774	-8.686532052	5	25	4	3	14.69387755
485	0	0.879567079	0.489795918	10.36106642	-8.474525857	5	25	5	1	14.69387755
486	0	0.493525714	0.489795918	8.660749253	-11.87917459	5	25	6	1	14.69387755
487	0	0.708717945	0.489795918	9.914076253	-7.265355587	5	25	7	1	14.69387755
488	0	0.487571595	0.489795918	8.20972675	-9.673564558	5	25	8	3	14.69387755
489	0	0.782040916	0.489795918	8.069207352	-15.47779713	5	25	9	4	14.69387755
490	0	0.911811375	0.489795918	7.110030076	-12.83066679	5	25	10	3	14.69387755
491	0	0.285992244	0.489795918	8.418005498	-8.062833211	5	25	11	3	14.69387755
492	0	0.608371139	0.489795918	7.912110028	-11.24594799	5	25	12	4	14.69387755
493	0	0.541000366	0.489795918	8.267604533	-9.00775407	5	25	13	5	14.69387755
494	0	0.996450112	0.489795918	8.501329171	-10.99487	5	25	14	3	14.69387755
495	0	0.610844784	0.489795918	11.28299417	-8.147176023	5	25	15	3	14.69387755
496	0	0.210391759	0.489795918	9.469755641	-13.50781568	5	25	16	2	14.69387755
497	0	0.31759623	0.489795918	10.74879351	-8.744554392	5	25	17	1	14.69387755
498	0	0.905860385	0.489795918	9.059673425	-14.16621591	5	25	18	4	14.69387755
499	1	0.323474708	0.489795918	9.885339888	-5.973708881	5	25	19	1	14.69387755
500	1	0.560906112	0.489795918	10.72046164	-8.213638244	5	25	20	5	14.69387755
501	0	0.692005547	0.510204082	9.563630376	-12.97810232	6	26	1	5	15.30612245
502	0	0.559956918	0.510204082	8.978260381	-10.81045179	6	26	2	1	15.30612245
503	0	0.342691207	0.510204082	8.254889607	-7.00152567	6	26	3	4	15.30612245
504	0	0.2344975	0.510204082	9.785863724	-10.15234232	6	26	4	3	15.30612245
505	0	0.429602757	0.510204082	9.416429117	-10.95368243	6	26	5	4	15.30612245
506	0	0.736700661	0.510204082	9.178543076	-14.59359362	6	26	6	4	15.30612245
507	0	0.374656802	0.510204082	6.855981919	-6.034297843	6	26	7	3	15.30612245
508	0	0.488679166	0.510204082	10.1521957	-8.41934146	6	26	8	4	15.30612245
509	0	0.800511701	0.510204082	8.60272149	-11.74468125	6	26	9	1	15.30612245
510	0	0.683042957	0.510204082	11.24753377	-7.651841917	6	26	10	4	15.30612245
511	0	0.68568522	0.510204082	8.959269642	-13.00004037	6	26	11	1	15.30612245
512	0	0.094648112	0.510204082	7.0482294	-16.78109866	6	26	12	4	15.30612245
513	0	0.380689601	0.510204082	7.567686875	-13.69995576	6	26	13	3	15.30612245
514	0	0.406972599	0.510204082	8.334621602	-8.76522857	6	26	14	3	15.30612245
515	0	0.387785258	0.510204082	7.131606543	-12.72518929	6	26	15	1	15.30612245
516	0	0.591927003	0.510204082	9.138475084	-12.69133283	6	26	16	1	15.30612245
517	0	0.836564694	0.510204082	7.277651078	-15.22152148	6	26	17	2	15.30612245
518	0	0.520514444	0.510204082	7.981861829	-14.91672849	6	26	18	3	15.30612245
519	0	0.431986286	0.510204082	9.012799713	-9.358342218	6	26	19	3	15.30612245
520	0	0.88472942	0.510204082	7.923841502	-11.76917332	6	26	20	1	15.30612245
521	0	0.910366142	0.530612245	7.739229564	-11.76173253	6	27	1	5	15.91836735
522	0	0.05354008	0.530612245	6.773132092	-9.006667643	6	27	2	3	15.91836735
523	1	0.460823838	0.530612245	9.524609935	-11.88482308	6	27	3	5	15.91836735
524	0	0.717328022	0.530612245	8.153498821	-13.37430598	6	27	4	2	15.91836735
525	0	0.373728065	0.530612245	8.215042026	-7.373638185	6	27	5	5	15.91836735
526	4	0.029908932	0.530612245	9.840173753	-7.020456963	6	27	6	4	15.91836735
527	0	0.027763181	0.530612245	9.257307138	-12.22007945	6	27	7	2	15.91836735
528	0	0.698954389	0.530612245	9.678114386	-11.87008217	6	27	8	3	15.91836735
529	7	0.258802577	0.530612245	11.53450489	-6.591578125	6	27	9	5	15.91836735
530	0	0.890680889	0.530612245	8.408079291	-10.9510713	6	27	10	4	15.91836735
531	7	0.080841007	0.530612245	10.48209139	-7.50866631	6	27	11	5	15.91836735
532	0	0.955638574	0.530612245	10.06726026	-8.276472343	6	27	12	1	15.91836735
533	0	0.973269251	0.530612245	8.620516566	-10.02133779	6	27	13	2	15.91836735
534	0	0.140157618	0.530612245	9.638955725	-13.03723402	6	27	14	5	15.91836735
535	0	0.677805962	0.530612245	6.902599323	-8.809545782	6	27	15	3	15.91836735
536	0	0.791197353	0.530612245	6.117107918	-11.32167039	6	27	16	4	15.91836735
537	0	0.701055532	0.530612245	8.049331199	-9.725076297	6	27	17	4	15.91836735
538	0	0.271951852	0.530612245	10.74643882	-8.73907723	6	27	18	3	15.91836735
539	0	0.485365581	0.530612245	7.318279777	-11.41474117	6	27	19	5	15.91836735
540	0	0.877135239	0.530612245	9.533767761	-14.25116275	6	27	20	5	15.91836735
541	0	0.003262435	0.551020408	11.0492967	-12.91396215	6	28	1	4	16.53061224
542	0	0.958122232	0.551020408	6.852378257	-12.05194374	6	28	2	2	16.53061224
543	0	0.481206595	0.551020408	8.244591413	-11.99807466	6	28	3	2	16.53061224
544	0	0.960152581	0.551020408	7.423723568	-13.12615784	6	28	4	3	16.53061224
545	0	0.501889574	0.551020408	7.600842435	-15.50053366	6	28	5	4	16.53061224
546	0	0.0223518	0.551020408	11.63411503	-6.210917672	6	28	6	3	16.53061224
547	0	0.110230401	0.551020408	9.803688592	-18.66439278	6	28	7	5	16.53061224
548	0	0.747566106	0.551020408	6.089981081	-17.66524023	6	28	8	4	16.53061224
549	0	0.599064032	0.551020408	7.515173851	-8.932055302	6	28	9	1	16.53061224
550	0	0.780429684	0.551020408	9.985539278	-3.248852696	6	28	10	3	16.53061224
551	0	0.945775092	0.551020408	9.14102236	-13.65031608	6	28	11	1	16.53061224
552	0	0.357896259	0.551020408	7.263834406	-17.81031527	6	28	12	2	16.53061224
553	0	0.485832601	0.551020408	6.353283154	-16.89164668	6	28	13	4	16.53061224
554	0	0.526430611	0.551020408	10.44674605	-6.450767937	6	28	14	3	16.53061224
555	0	0.848358376	0.551020408	8.74918108	-13.40130138	6	28	15	5	16.53061224
556	0	0.501161252	0.551020408	7.170022418	-12.53456304	6	28	16	5	16.53061224
557	0	0.344562452	0.551020408	8.687965142	-10.28142522	6	28	17	3	16.53061224
558	0	0.582899136	0.551020408	7.900299229	-7.773348376	6	28	18	1	16.53061224
559	0	0.526805959	0.551020408	6.494890958	-13.21971585	6	28	19	3	16.53061224
560	0	0.906998993	0.551020408	10.45002523	-8.88240095	6	28	20	2	16.53061224
561	0	0.979115175	0.571428571	8.069363873	-13.43054528	6	29	1	2	17.14285714
562	0	0.014669588	0.571428571	7.62594816	-10.60956493	6	29	2	5	17.14285714
563	0	0.741998453	0.571428571	6.45519266	-11.80116182	6	29	3	4	17.14285714
564	0	0.477458581	0.571428571	9.780822802	-8.331147826	6	29	4	1	17.14285714
565	0	0.899613356	0.571428571	8.403474767	-9.161668344	6	29	5	1	17.14285714
566	0	0.312122782	0.571428571	8.657266816	-6.951902978	6	29	6	1	17.14285714
567	0	0.264936682	0.571428571	9.485584996	-16.51614397	6	29	7	2	17.14285714
568	0	0.551879527	0.571428571	7.370062788	-8.795236553	6	29	8	2	17.14285714
569	0	0.911545254	0.571428571	9.198821117	-12.90229988	6	29	9	1	17.14285714
570	0	0.107425665	0.571428571	9.17591881	-14.44344813	6	29	10	2	17.14285714
571	0	0.952795977	0.571428571	7.12964408	-12.79654913	6	29	11	5	17.14285714
572	0	0.58089246	0.571428571	7.697479099	-9.725720748	6	29	12	3	17.14285714
573	1	0.87954786	0.571428571	10.20370137	-14.57317462	6	29	13	5	17.14285714
574	0	0.806797544	0.571428571	10.09847283	-12.40280227	6	29	14	2	17.14285714
575	0	0.502465021	0.571428571	10.21767782	-10.62623976	6	29	15	5	17.14285714
576	0	0.836025523	0.571428571	8.771700858	-11.59684541	6	29	16	2	17.14285714
577	0	0.904140759	0.571428571	7.974708757	-14.0083332	6	29	17	5	17.14285714
578	4	0.002512299	0.571428571	9.339473299	-4.996917287	6	29	18	4	17.14285714
579	0	0.46295701	0.571428571	9.374791422	-11.56624097	6	29	19	4	17.14285714
580	1	0.193829249	0.571428571	10.6994774	-5.871930272	6	29	20	3	17.14285714
581	0	0.129501696	0.591836735	11.00888569	-10.8912558	6	30	1	2	17.75510204
582	0	0.132621802	0.591836735	6.349661873	-14.12652671	6	30	2	2	17.75510204
583	0	0.72151445	0.591836735	8.947858096	-8.266284873	6	30	3	5	17.75510204
584	0	0.588409969	0.591836735	7.795722225	-10.93132652	6	30	4	2	17.75510204
585	0	0.535524162	0.591836735	6.562155074	-10.11173006	6	30	5	5	17.75510204
586	0	0.757040205	0.591836735	8.925303251	-15.08939049	6	30	6	2	17.75510204
587	0	0.40789452	0.591836735	8.15231169	-13.79016602	6	30	7	5	17.75510204
588	0	0.087248306	0.591836735	7.102309156	-12.00997082	6	30	8	5	17.75510204
589	0	0.931594996	0.591836735	7.49596871	-12.74351411	6	30	9	1	17.75510204
590	0	0.723182079	0.591836735	7.052999937	-12.79594073	6	30	10	4	17.75510204
591	1	0.361634498	0.591836735	7.828464903	-11.78432878	6	30	11	5	17.75510204
592	1	0.438785784	0.591836735	9.481814085	-11.18253633	6	30	12	4	17.75510204
593	0	0.662263454	0.591836735	8.321450743	-15.5814531	6	30	13	4	17.75510204
594	0	0.032029366	0.591836735	6.85336805	-15.73252298	6	30	14	5	17.75510204
595	0	0.017977514	0.591836735	8.358264994	-16.71473984	6	30	15	5	17.75510204
596	0	0.739119583	0.591836735	10.63752469	-8.264809105	6	30	16	3	17.75510204
597	1	0.085268527	0.591836735	10.75447436	-5.353476384	6	30	17	3	17.75510204
598	0	0.23013455	0.591836735	9.333814291	-12.6233326	6	30	18	1	17.75510204
599	0	0.246841471	0.591836735	11.16460738	-8.338343765	6	30	19	1	17.75510204
600	8	0.026979923	0.591836735	10.73978055	-8.87623011	6	30	20	5	17.75510204
601	0	0.375197019	0.612244898	7.274633998	-11.70913651	7	31	1	1	18.36734694
602	0	0.088595505	0.612244898	7.845739991	-12.95500977	7	31	2	1	18.36734694
603	0	0.376194724	0.612244898	6.007699097	-13.54789544	7	31	3	1	18.36734694
604	1	0.224808315	0.612244898	10.87986976	-5.350356081	7	31	4	2	18.36734694
605	0	0.811738879	0.612244898	8.670610486	-13.26823547	7	31	5	5	18.36734694
606	0	0.141560264	0.612244898	10.92866095	-8.529921784	7	31	6	2	18.36734694
607	6	0.029686491	0.612244898	8.373820012	-10.93050128	7	31	7	5	18.36734694
608	0	0.224829157	0.612244898	9.10312131	-13.02683751	7	31	8	3	18.36734694
609	4	0.76797044	0.612244898	7.995652637	-8.30920883	7	31	9	5	18.36734694
610	1	0.637724031	0.612244898	6.378844107	-12.31501975	7	31	10	4	18.36734694
611	0	0.785395128	0.612244898	6.757076759	-18.88410764	7	31	11	2	18.36734694
612	3	0.333611427	0.612244898	6.698794756	-10.05046305	7	31	12	5	18.36734694
613	5	0.57724605	0.612244898	9.9171992	-11.58001876	7	31	13	5	18.36734694
614	0	0.254659956	0.612244898	6.098223293	-8.349506143	7	31	14	2	18.36734694
615	0	0.82152125	0.612244898	10.46361104	-4.574530393	7	31	15	1	18.36734694
616	0	0.269646017	0.612244898	6.275001238	-16.89785365	7	31	16	5	18.36734694
617	0	0.892781365	0.612244898	10.08397051	-9.981493338	7	31	17	2	18.36734694
618	3	0.665116117	0.612244898	10.57703773	-7.374191585	7	31	18	1	18.36734694
619	0	0.24788171	0.612244898	7.679560279	-15.71732126	7	31	19	4	18.36734694
620	0	0.983544796	0.612244898	5.619689924	-13.42259802	7	31	20	1	18.36734694
621	0	0.696838941	0.632653061	6.896149094	-20.28316825	7	32	1	2	18.97959184
622	0	0.666931572	0.632653061	6.849377217	-12.58466087	7	32	2	4	18.97959184
623	0	0.31981682	0.632653061	6.692731724	-11.30625722	7	32	3	5	18.97959184
624	0	0.344378424	0.632653061	9.021323343	-12.58073324	7	32	4	4	18.97959184
625	0	0.307813603	0.632653061	8.715458065	-18.00553305	7	32	5	3	18.97959184
626	0	0.024744286	0.632653061	8.193424111	-12.46847653	7	32	6	1	18.97959184
627	0	0.024191334	0.632653061	6.404784589	-13.66254424	7	32	7	5	18.97959184
628	0	0.810476661	0.632653061	9.266862419	-15.360392	7	32	8	5	18.97959184
629	0	0.284526792	0.632653061	8.112901932	-13.9394845	7	32	9	2	18.97959184
630	0	0.225965541	0.632653061	5.981925868	-11.95152529	7	32	10	1	18.97959184
631	0	0.682724308	0.632653061	6.952827348	-10.50136424	7	32	11	4	18.97959184
632	0	0.37999027	0.632653061	7.365083985	-15.25738869	7	32	12	1	18.97959184
633	0	0.888239299	0.632653061	5.46391979	-15.75107739	7	32	13	4	18.97959184
634	0	0.646937342	0.632653061	7.384486587	-10.40782266	7	32	14	5	18.97959184
635	0	0.546843179	0.632653061	7.469639434	-13.05355707	7	32	15	4	18.97959184
636	0	0.665139395	0.632653061	9.128111871	-10.20463224	7	32	16	3	18.97959184
637	0	0.535207396	0.632653061	8.766528317	-9.97508603	7	32	17	1	18.97959184
638	4	0.174810403	0.632653061	10.20126841	-9.926538689	7	32	18	4	18.97959184
639	0	0.420498998	0.632653061	6.249591063	-7.343396429	7	32	19	3	18.97959184
640	3	0.491999028	0.632653061	8.130719273	-8.276347865	7	32	20	4	18.97959184
641	0	0.30903639	0.653061224	6.135226853	-12.67691927	7	33	1	4	19.59183673
642	0	0.909706953	0.653061224	9.384727924	-10.19128974	7	33	2	1	19.59183673
643	1	0.862070194	0.653061224	9.591622262	-8.333650048	7	33	3	2	19.59183673
644	0	0.277391119	0.653061224	8.459224379	-13.01290007	7	33	4	2	19.59183673
645	0	0.8216394	0.653061224	9.696724274	-11.3799858	7	33	5	1	19.59183673
646	0	0.619392372	0.653061224	6.468897154	-14.21375557	7	33	6	5	19.59183673
647	0	0.642277655	0.653061224	8.254370972	-14.04570753	7	33	7	5	19.59183673
648	0	0.748260286	0.653061224	7.796024128	-12.20904862	7	33	8	1	19.59183673
649	0	0.616059649	0.653061224	5.660568005	-19.69953537	7	33	9	1	19.59183673
650	1	0.189887636	0.653061224	9.522986729	-14.23150056	7	33	10	4	19.59183673
651	1	0.701926153	0.653061224	8.39288409	-8.236728572	7	33	11	4	19.59183673
